Timepoint,Batch,Animal ,Eartag ,Uplo,Bafr,Pen,Corridor,Diet,Duration,Type ,Bilirubin_1,Cortisol_1,Haptoglobin,Titer_IgG,Titer_IgM,wbc ,neutro1,lympho1,mono1,eo1,baso1,neutro2,lympho2,mono2,eo2,baso2,CD8+,CD8+ perf+,NK+,NK+ perf+,CD4+,CD4+ perf+,gamma delta+,gamma delta+ perf+,CD14+ large,CD21+ large
CC,1,1,48454,up,back,4,1,E,6,U,12.95,7.58,0.31,4.7,6.6,6.79,2.77,2.69,1.15,0.07,0.11,40.80,39.65,16.95,1.05,1.55,7.05,0.67,4.52,1.64,17.90,0.02,41.60,0.06,35.2,8.04
CC,1,2,4796,up,back,4,1,E,6,U,18.51,16.55,0.28,3.9,4.0,13.31,6.02,4.75,1.87,0.16,0.52,45.30,35.65,14.05,1.15,3.85,5.73,1.31,6.52,2.86,11.20,0.25,48.90,0.33,34.2,12.5
CC,1,3,85085,low,back,6,1,M,6,C,26.11,17.49,0.18,4.4,5.3,11.68,4.17,3.80,2.20,0.46,1.06,35.60,32.55,18.80,3.95,9.10,10.7,1.41,13.3,1.3,0.10,4.17,23.50,0.12,44.7,12.8
CC,1,4,884,low,back,6,1,M,6,C,9.84,12.37,0.55,4.9,3.8,5.29,1.60,2.33,1.04,0.14,0.18,30.20,43.95,19.75,2.60,3.50,5.15,2.08,3.16,1.43,0.09,11.80,55.90,0.23,24.1,6.85
CC,1,5,59787,up,back,7,1,E,6,C,19.05,3.55,0.17,5.3,4.5,6.87,2.22,3.58,0.90,0.08,0.10,32.30,52.10,13.05,1.15,1.40,8.08,0.78,14.4,2.17,8.47,0.19,36.90,0.07,19.1,16.3
CC,1,6,73475,up,back,7,1,E,6,C,4.60,4.46,0.15,5.7,5.7,8.96,4.94,1.79,1.10,0.73,0.40,55.15,19.95,12.25,8.15,4.50,12.1,1.24,13.8,0.94,22.50,0.12,18.90,0.19,61.1,4.3
CC,1,7,73981,low,back,2,1,M,6,U,8.35,22.69,0.20,5.4,2.0,9.78,3.00,4.65,1.59,0.41,0.14,30.70,47.55,16.20,4.15,1.40,15.5,0,8.3,0.82,14.90,0.00,3.17,0.00,3.93,29.1
CC,1,8,45400,low,back,2,1,M,6,U,6.31,5.84,0.18,5.2,6.9,16.94,8.65,5.55,2.07,0.51,0.17,51.00,32.75,12.20,3.05,1.00,5.19,0.34,5.22,1.39,8.19,0.06,63.50,0.12,43.7,3.4
CC,1,9,29559,up,back,10,2,E,6,C,7.81,5.62,0.27,3.5,5.0,10.44,3.81,4.87,1.48,0.06,0.23,36.50,46.60,14.15,0.55,2.20,14.4,0.86,8.28,1.66,24.90,0.49,0.11,0.00,28.3,11.5
CC,1,10,57771,up,back,10,2,E,6,C,10.70,20.87,0.19,3.9,4.8,12.12,6.93,3.77,1.09,0.15,0.19,57.25,31.05,9.00,1.20,1.50,11.5,0.68,12.3,2.83,11.50,0.12,37.00,0.09,25.1,6.92
CC,1,11,37002,low,back,13,2,M,6,U,7.06,11.51,0.23,6.3,2.8,5.77,1.40,2.81,1.17,0.33,0.07,24.25,48.70,20.20,5.70,1.15,11.8,1.41,22.4,1.04,13.20,0.08,14.30,0.00,49.3,12
CC,1,12,37558,low,back,13,2,M,6,U,7.81,0.47,0.19,5.4,4.5,10.66,5.62,3.18,1.42,0.27,0.18,52.65,29.80,13.30,2.55,1.70,13.1,0.54,10,2.1,11.80,0.08,14.30,0.00,32.1,15.2
CC,1,13,16314,low,back,14,2,M,6,C,3.64,8.54,0.27,4.7,3.9,9.47,3.63,4.38,1.17,0.21,0.10,38.30,46.20,12.30,2.20,1.00,7.64,1.04,7.39,0.48,11.90,0.08,4.02,0.00,42.5,8.04
CC,1,14,80713,low,back,14,2,M,6,C,17.98,10.99,0.36,6.6,3.9,8.96,3.52,3.60,1.53,0.13,0.19,39.25,40.20,17.10,1.40,2.05,4.38,2.19,2.79,1.66,0.01,0.00,60.60,0.10,29.2,13.1
CC,1,15,37561,up,back,15,2,E,6,U,7.60,5.08,0.25,6.5,6.9,4.37,2.83,1.06,0.20,0.26,0.04,64.70,24.15,4.50,5.85,0.80,20.7,0.14,6.42,0,33.50,0.08,2.86,0.00,19.4,21.5
CC,1,16,61215,up,back,15,2,E,6,U,20.33,12.46,0.41,5.4,6.4,5.90,1.70,2.87,1.05,0.15,0.14,28.85,48.60,17.80,2.45,2.30,7.07,0.76,9.32,1.91,18.00,0.03,42.90,0.15,30.6,7.36
CC,1,17,75185,up,back,18,3,E,6,C,10.06,2.43,0.23,3.6,5.6,7.77,3.02,3.32,0.99,0.12,0.34,38.80,42.65,12.70,1.55,4.30,12.6,0.45,7.34,1.4,13.30,0.04,43.00,0.17,40.1,7.91
CC,1,18,16316,up,back,18,3,E,6,C,7.06,26.70,0.21,3.4,5.8,14.11,8.06,3.80,1.82,0.23,0.21,57.15,26.90,12.90,1.60,1.45,4.25,0.57,11.1,2.08,13.80,0.23,45.90,0.35,35.3,5.87
CC,1,19,56823,low,back,21,3,M,6,C,19.37,3.07,0.56,1.6,5.9,14.32,7.27,2.77,2.11,1.40,0.78,50.75,19.30,14.75,9.75,5.45,6.89,0.71,5.93,1.76,26.60,0.07,26.40,0.00,73.4,3.08
CC,1,20,95180,low,back,21,3,M,6,C,6.96,13.02,0.75,4.7,3.8,15.08,7.95,4.10,2.36,0.54,0.15,52.70,27.15,15.60,3.55,1.00,3.62,0.89,9.91,1.82,20.50,0.00,29.20,0.14,57.6,6.54
CC,1,21,8748,up,back,22,3,E,6,U,6.96,24.45,0.32,2.4,3.4,11.32,4.78,4.59,1.34,0.33,0.30,42.15,40.50,11.80,2.95,2.60,8.64,0.47,3.47,1.18,16.10,0.11,43.00,0.08,28.9,8.49
CC,1,22,40289,up,back,22,3,E,6,U,10.70,7.71,0.34,6.1,4.8,12.10,4.89,5.03,1.87,0.18,0.14,40.45,41.50,15.45,1.45,1.15,8.62,2.15,2.27,1.85,15.70,0.13,31.70,0.07,37.9,19.9
CC,1,23,27492,low,back,24,3,M,6,U,26.11,5.16,0.31,3.9,5.1,24.55,16.28,3.96,1.95,1.41,0.96,66.35,16.10,7.90,5.75,3.90,12.4,5.34,3.93,1.68,23.10,0.65,30.50,0.70,37.2,2.72
CC,1,24,4792,low,back,24,3,M,6,U,21.72,8.01,0.23,4.2,5.8,10.08,3.57,4.68,1.51,0.08,0.25,35.50,46.35,14.90,0.80,2.45,7.96,1.32,11.8,2.51,23.00,0.05,30.00,0.04,30.8,9.3
CC,1,25,75195,up,back,26,4,E,6,C,6.42,13.18,0.21,4.4,4.5,6.39,2.65,2.44,0.77,0.18,0.37,41.50,38.05,12.00,2.70,5.75,14.3,0.86,4.32,1.31,17.30,0.18,28.30,0.18,34.5,11.3
CC,1,26,79803,up,back,26,4,E,6,C,15.30,29.09,0.18,6.0,4.3,9.49,5.13,2.60,1.31,0.20,0.26,54.10,27.30,13.75,2.10,2.75,6.16,0.77,12.2,0.73,21.50,0.33,1.50,0.00,51.6,6.39
CC,1,27,35951,up,back,29,4,E,6,U,3.42,0.86,0.18,2.3,5.7,7.42,2.73,3.11,1.42,0.10,0.08,36.65,41.95,19.10,1.30,1.00,8.67,0.86,5.84,1.69,16.10,0.25,36.20,0.22,34.2,12.4
CC,1,28,37559,up,back,29,4,E,6,U,5.24,15.46,0.40,3.9,5.0,13.69,6.35,5.02,1.93,0.27,0.13,46.40,36.65,14.05,1.95,0.95,8.61,1.43,8.42,1.98,18.30,0.04,32.70,0.02,39.9,13.7
CC,1,29,69596,low,back,30,4,M,6,U,11.34,6.98,0.29,5.6,4.6,6.51,3.18,2.27,0.89,0.12,0.07,48.75,34.80,13.60,1.85,1.00,6.71,1.98,11.9,1.7,11.40,0.36,47.30,0.27,41.8,5.78
CC,1,30,87499,low,back,30,4,M,6,U,12.95,19.21,0.33,5.2,5.7,14.19,7.65,4.41,1.47,0.45,0.23,53.90,31.05,10.35,3.15,1.55,4.78,0.92,14.2,1.4,15.90,0.08,49.60,0.11,50.6,4.07
CC,1,31,73477,low,back,32,4,M,6,C,3.10,15.92,0.27,4.5,7.5,7.90,3.16,2.94,1.48,0.09,0.24,39.95,37.25,18.65,1.15,3.00,9.86,1.04,10.7,2.35,0.06,8.33,42.80,0.25,43.6,7.6
CC,1,32,34990,low,back,32,4,M,6,C,22.15,13.71,0.35,4.3,5.2,13.20,6.99,3.11,1.91,0.75,0.45,53.00,23.55,14.50,5.60,3.35,9.03,0.8,16.4,2.02,9.33,0.00,25.80,0.02,54.6,12.7
CC,1,33,22185,low,front,1,1,E,18,C,13.70,13.52,0.58,3.4,6.3,12.38,5.64,4.46,1.79,0.33,0.17,45.55,36.05,14.45,2.60,1.35,9.85,1.01,9.35,1.49,11.20,0.09,36.30,0.12,46.5,3.79
CC,1,34,53452,low,front,1,1,E,18,C,20.12,13.35,0.32,4.5,7.8,7.85,4.06,1.90,1.22,0.15,0.53,51.75,24.15,15.55,1.85,6.70,8,0.66,11.8,1.46,16.10,0.00,26.30,0.07,56.4,3.87
CC,1,35,29396,low,front,3,1,E,18,U,7.92,15.17,0.24,3.5,7.2,8.45,4.23,2.64,1.13,0.27,0.19,50.05,31.20,13.35,3.15,2.25,3.36,0.35,11,1.14,15.10,0.00,35.50,0.09,38.6,9.69
CC,1,36,14012,low,front,3,1,E,18,U,5.14,19.57,0.38,5.1,4.2,16.05,9.17,3.04,3.24,0.23,0.38,57.15,18.90,20.20,1.40,2.35,12.3,0.053,12.3,1.21,19.60,0.10,17.90,0.00,71.6,3.17
CC,1,37,50349,up,front,5,1,M,18,C,4.07,16.56,0.28,5.9,6.6,8.15,4.29,2.66,1.09,0.04,0.07,52.55,32.65,13.40,0.50,0.90,8.5,1.81,9.13,2.35,16.90,0.15,22.00,0.08,47.5,6.67
CC,1,38,39648,up,front,5,1,M,18,C,7.28,6.00,0.20,5.3,3.1,6.29,2.00,3.05,1.15,0.06,0.05,31.80,48.40,18.20,0.90,0.70,8.32,0.66,6.61,1.51,10.70,0.09,24.40,0.02,41.8,19
CC,1,39,61024,up,front,8,1,M,18,U,21.94,14.12,0.75,1.8,8.4,15.16,7.52,4.56,2.12,0.75,0.22,49.55,30.05,14.00,4.95,1.45,7.86,3.37,6.49,1.73,28.10,0.18,40.60,0.08,47.5,3.05
CC,1,40,28878,up,front,8,1,M,18,U,41.41,11.89,0.51,5.5,3.6,7.90,2.08,4.42,1.16,0.08,0.17,26.30,55.95,14.60,1.05,2.10,9.2,2.17,6.39,2.12,11.80,0.19,54.10,0.12,26.7,5.18
CC,1,41,93,low,front,9,2,E,18,U,23.43,5.28,0.38,2.7,6.5,10.88,3.96,4.52,1.94,0.12,0.35,36.40,41.55,17.85,1.05,3.15,13.1,1.19,9.22,1.99,16.20,0.12,35.20,0.20,27.7,11.1
CC,1,42,72853,low,front,9,2,E,18,U,4.71,6.31,0.25,5.8,5.4,9.77,3.94,3.73,1.80,0.15,0.15,40.45,38.15,18.40,1.55,1.45,12.9,2.27,14.5,2.11,17.10,0.24,16.60,0.04,40.6,17.3
CC,1,43,93818,up,front,11,2,M,18,C,9.74,17.12,0.29,6.9,3.1,9.95,3.29,4.47,1.89,0.16,0.15,33.10,44.90,18.95,1.60,1.45,10.5,3.07,6.64,1.55,11.40,0.29,51.30,0.33,34.8,4.49
CC,1,44,65450,up,front,11,2,M,18,C,15.09,22.89,1.31,2.0,6.9,11.33,5.19,2.78,2.61,0.44,0.33,45.75,24.50,23.00,3.85,2.90,6.6,2.5,10.1,2.99,13.90,0.32,28.40,0.57,60.3,6.89
CC,1,45,45401,up,front,12,2,M,18,U,3.75,4.05,0.86,4.4,5.3,11.32,5.47,3.40,1.73,0.58,0.14,48.35,30.00,15.30,5.15,1.20,10.7,0.58,3.33,2.83,23.10,0.13,31.00,0.08,44.8,4.76
CC,1,46,48149,up,front,12,2,M,18,U,5.46,13.20,0.32,4.7,5.5,8.42,2.69,3.94,1.37,0.27,0.15,31.95,46.75,16.30,3.20,1.80,12.5,0.52,8.74,2.79,10.90,0.12,42.00,0.06,37.6,11.4
CC,1,47,96635,low,front,16,2,E,18,C,4.07,10.58,0.18,4.5,7.5,8.43,3.06,3.10,1.39,0.17,0.72,36.35,36.75,16.45,1.95,8.50,19.1,0.72,8.18,2.49,22.40,0.15,15.30,0.09,47.1,8.97
CC,1,48,16664,low,front,16,2,E,18,C,3.96,4.52,0.46,4.9,6.1,14.65,8.12,4.70,1.05,0.46,0.34,55.35,32.05,7.15,3.10,2.35,4.41,0.065,9.04,2.08,8.91,0.11,0.41,0.00,28.8,4.27
CC,1,49,16560,up,front,17,3,M,18,U,7.38,17.70,0.23,3.3,5.3,7.00,2.56,3.05,1.08,0.09,0.23,36.65,43.55,15.35,1.25,3.20,8.38,1.41,8.11,0.62,14.80,0.07,35.60,0.28,31.2,14.1
CC,1,50,6497,up,front,17,3,M,18,U,14.12,18.85,0.25,5.3,4.2,12.65,7.67,3.33,1.06,0.30,0.31,60.65,26.30,8.30,2.35,2.40,12,0.75,11.1,1.41,22.00,0.02,45.60,0.10,28.3,7.58
CC,1,51,42558,low,front,19,3,E,18,C,4.92,11.42,0.21,4.7,3.2,15.85,9.17,4.18,1.79,0.50,0.21,57.80,26.35,11.30,3.20,1.35,6.54,1.56,14.1,1.84,9.70,0.08,34.30,0.04,39.7,14.3
CC,1,52,50213,low,front,19,3,E,18,C,4.39,11.54,0.18,8.7,3.1,11.53,5.90,3.78,1.39,0.28,0.18,51.15,32.80,12.05,2.45,1.55,13,0.77,6.7,2.8,17.80,0.39,39.70,0.15,36.9,15.4
CC,1,53,3568,low,front,20,3,E,18,U,9.10,10.72,0.28,5.6,6.4,10.72,5.93,2.82,1.20,0.40,0.39,55.35,26.25,11.15,3.65,3.60,9.4,0.44,20.6,1.03,13.40,0.14,1.92,0.00,32.7,4.52
CC,1,54,40290,low,front,20,3,E,18,U,2.03,17.55,0.66,4.6,7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.5,0.29,5.55,1.65,17.80,0.00,42.60,0.03,23.2,15.6
CC,1,55,66191,up,front,23,3,M,18,C,8.35,16.10,1.30,3.7,6.1,27.31,14.44,3.26,4.57,4.41,0.64,52.85,11.90,16.75,16.15,2.35,5.13,1.1,8.42,1.79,16.00,0.15,32.70,0.17,74.1,2.26
CC,1,56,75270,up,front,23,3,M,18,C,15.94,13.00,0.27,6.2,4.4,6.64,3.43,1.91,0.97,0.15,0.19,51.60,28.70,14.65,2.25,2.80,9.24,0.18,9.04,1.47,21.20,0.15,3.11,0.00,48,2.96
CC,1,57,888,up,front,27,4,M,18,C,7.28,15.45,0.53,2.5,5.9,13.01,4.91,5.21,1.80,0.95,0.14,37.65,40.05,13.85,7.35,1.10,5.74,1.02,2.2,1,11.10,0.13,36.10,0.12,23,17.8
CC,1,58,45885,up,front,27,4,M,18,C,17.76,8.92,0.28,2.5,5.3,8.21,3.42,2.83,1.09,0.76,0.12,41.70,34.40,13.25,9.25,1.40,7.85,0.27,9.84,2.66,12.40,0.07,42.50,0.10,46.7,6.45
CC,1,59,45349,low,front,28,4,E,18,C,5.89,12.27,0.23,6.6,6.8,7.25,3.91,1.55,0.76,0.57,0.47,53.90,21.35,10.45,7.80,6.50,6.84,1.34,11.6,2.08,12.40,0.08,46.60,0.25,37.6,3.75
CC,1,60,57698,low,front,28,4,E,18,C,5.67,7.99,0.95,5.7,4.5,6.94,1.53,4.70,0.52,0.08,0.11,22.00,67.80,7.45,1.15,1.60,15,1.19,13,1.38,8.12,0.00,2.98,0.00,3.23,33
CC,1,61,72816,low,front,25,4,E,18,U,6.53,9.24,0.36,5.0,4.8,9.54,5.47,3.10,0.83,0.07,0.08,57.45,32.45,8.65,0.65,0.80,7.1,0.82,8.87,1.04,21.30,0.02,32.80,0.01,22.7,14.8
CC,1,62,31606,low,front,25,4,E,18,U,12.73,12.58,0.27,6.3,1.8,14.42,8.76,3.92,1.44,0.24,0.08,60.70,27.15,9.95,1.65,0.55,7.57,0.9,4.74,1.52,16.90,0.10,36.90,0.10,26.3,15.8
CC,1,63,69635,up,front,31,4,M,18,U,8.77,5.10,0.33,2.3,4.9,11.80,5.83,3.68,1.59,0.52,0.20,49.30,31.10,13.50,4.40,1.70,8.88,1.12,2.48,1.15,18.40,0.11,3.05,0.00,57.5,11.9
CC,1,64,45403,up,front,31,4,M,18,U,3.64,4.63,1.29,8.0,8.0,12.81,7.63,3.19,1.52,0.31,0.17,59.55,24.85,11.80,2.45,1.35,14.1,0.99,2.57,2.72,22.00,0.10,29.30,0.15,63,6.85
CC,2,65,64693,up,back,62,8,M,6,C,23.97,6.34,0.44,1.4,3.8,8.78,1.78,3.26,2.93,0.26,0.55,20.50,37.05,33.20,2.95,6.30,10.4,1.27,10.2,1.42,41.1,0.44,9.64,0,68.1,6.01
CC,2,66,73311,up,back,62,8,M,6,C,22.79,3.31,0.24,5.2,7.0,8.28,3.44,3.55,1.06,0.08,0.16,41.50,42.90,12.80,0.90,1.90,8.62,1.48,8.76,1.36,22.9,0.32,38.6,0.15,46.6,3.12
CC,2,67,1564,up,front,61,8,E,6,U,19.90,4.23,0.24,6.6,4.5,11.52,5.46,3.84,1.64,0.24,0.35,47.35,33.30,14.25,2.10,3.00,4.71,0.31,11.4,2.53,16.8,0.25,42.8,0.39,39.1,5.76
CC,2,68,63014,up,front,61,8,E,6,U,5.56,1.93,0.28,3.1,6.2,9.62,4.41,2.78,2.27,0.04,0.13,45.85,28.85,23.55,0.40,1.35,12.1,0.59,4.55,1.48,32.3,0.26,14,0.094,75.4,5.92
CC,2,69,95247,up,front,58,8,E,6,C,8.03,18.58,0.28,4.3,6.0,10.24,5.08,3.31,1.00,0.61,0.26,49.75,32.30,9.60,5.80,2.55,6.21,0.26,11.4,2.15,19.3,0.061,35.4,0.22,65.1,3.09
CC,2,70,94759,up,front,58,8,E,6,C,8.88,4.14,0.28,5.2,4.6,9.92,4.50,3.29,1.64,0.11,0.40,45.25,33.10,16.50,1.10,4.05,4.12,0.98,12.6,2.04,21.1,0.069,31.4,0.093,35.4,15.6
CC,2,71,50387,up,back,57,8,M,6,U,8.24,18.03,0.42,4.7,4.0,10.36,4.61,3.27,2.11,0.28,0.10,44.55,31.50,20.30,2.70,0.95,10.9,1.42,2.39,1.45,17.1,0.022,53,0.13,57.9,2.99
CC,2,72,29185,up,back,57,8,M,6,U,9.31,6.05,0.36,6.4,3.7,8.90,2.86,3.90,1.95,0.10,0.11,32.10,43.75,21.80,1.10,1.25,7.28,1.53,10.2,1.42,10.5,0.042,43.5,0.16,45.4,10.4
CC,2,73,50917,up,front,56,7,E,6,C,8.13,9.24,0.80,5.8,3.7,14.40,6.34,5.37,2.00,0.43,0.28,43.85,37.30,13.90,3.00,1.95,6.63,1.46,2.47,1.44,12.9,0.25,51.7,0.63,29.6,12.1
CC,2,74,1624,up,front,56,7,E,6,C,12.63,4.39,0.36,3.7,2.9,6.70,1.68,3.76,1.04,0.09,0.13,25.05,56.15,15.55,1.25,2.00,6.92,1.04,2.33,1.54,24.9,0.14,47.5,0.29,34.6,4.69
CC,2,75,14018,up,back,54,7,M,6,C,1.82,5.50,0.38,2.7,3.6,11.12,5.15,3.25,1.40,1.06,0.28,46.20,29.25,12.55,9.55,2.45,11.2,1.3,4.52,2.03,18.1,0.31,42.5,0.53,31.7,10.6
CC,2,76,52531,up,back,54,7,M,6,C,11.98,14.77,0.86,2.8,6.0,19.42,11.57,4.69,1.74,1.13,0.30,59.70,24.10,8.95,5.70,1.55,9.79,0.85,3.74,0.12,31.8,0.29,38.8,0.2,38.6,3.75
CC,2,77,80791,up,back,51,7,M,6,U,7.28,7.49,0.19,4.7,9.8,11.64,3.03,6.60,1.83,0.06,0.13,26.05,56.65,15.70,0.50,1.10,5.79,0.15,9.41,1.1,13.7,0.13,44.6,0.28,30.3,13.5
CC,2,78,60361,up,back,51,7,M,6,U,5.14,12.79,0.62,5.9,5.2,8.38,2.28,4.40,1.40,0.10,0.21,27.30,52.40,16.70,1.10,2.50,13.3,0.64,8.6,1.51,27.7,0.34,25.9,0.19,26.8,17
CC,2,79,88053,up,front,49,7,E,6,U,17.98,22.85,0.72,4.7,4.4,8.34,2.10,3.32,1.96,0.23,0.73,25.00,39.95,23.45,2.75,8.85,10.2,2.49,11.1,2.15,27,0.75,27.2,0.17,54.2,9.78
CC,2,80,15269,up,front,49,7,E,6,U,4.07,3.21,0.23,4.1,2.3,7.09,2.76,2.84,1.04,0.34,0.12,38.95,40.00,14.65,4.70,1.70,16.1,0.64,6.16,1.22,32.6,0.29,16.2,0,9.21,19.2
CC,2,81,9973,up,front,47,6,E,6,C,33.17,5.89,0.18,3.8,6.2,6.74,1.77,3.67,1.19,0.02,0.09,26.20,54.45,17.70,0.30,1.35,6.61,1.73,5.93,2.33,25.9,0.19,33.1,0.08,25.6,17.9
CC,2,82,57776,up,front,47,6,E,6,C,3.53,15.38,0.52,4.0,7.4,11.15,4.98,4.46,1.38,0.08,0.25,44.80,39.85,12.40,0.70,2.25,3.4,0.27,2.95,1.82,12.6,0.13,63.7,0.34,27,3.35
CC,2,83,40276,up,front,46,6,E,6,U,4.28,3.46,0.37,5.9,6.2,15.02,7.85,4.12,2.42,0.46,0.18,52.25,27.40,16.10,3.05,1.20,7.23,1.32,43.9,3.29,15.2,0.067,35.6,0.17,55.3,10.2
CC,2,84,91794,up,front,46,6,E,6,U,1.50,6.38,0.45,3.9,6.3,9.07,4.24,2.45,1.32,0.46,0.61,46.70,27.00,14.50,5.05,6.75,9.98,0.41,2.87,0.98,18.3,0.25,45.9,0.38,47.3,5.4
CC,2,85,9592,up,back,45,6,M,6,C,31.57,6.19,0.25,3.7,4.8,10.24,3.34,4.92,1.63,0.18,0.17,32.60,48.05,15.90,1.80,1.65,3.82,1.19,16,2.05,12.8,0.075,31.3,0.2,36.1,15.7
CC,2,86,23579,up,back,45,6,M,6,C,6.85,22.83,0.69,4.7,5.8,7.88,3.28,2.96,1.10,0.16,0.39,41.50,37.55,13.90,2.05,5.00,11.1,1.95,4.42,2.01,33.8,0.14,25.8,0.087,23.6,13.4
CC,2,87,24435,up,back,44,6,M,6,U,4.82,4.89,0.41,2.5,1.9,5.95,2.26,2.08,1.37,0.11,0.15,38.05,34.80,22.90,1.80,2.45,4.39,2.03,7.37,2.51,26,0.2,31.1,0.032,49,7.88
CC,2,88,895,up,back,44,6,M,6,U,18.62,7.87,0.29,5.6,5.6,8.01,2.94,3.60,1.11,0.25,0.13,36.60,44.90,13.80,3.10,1.60,6.03,1,4.37,1.96,14.5,0.22,39.6,0.33,25.5,21.3
CC,2,89,29184,up,back,40,5,M,6,C,5.24,7.93,0.88,4.6,2.8,7.25,2.97,2.81,1.26,0.14,0.09,41.00,38.70,17.30,1.85,1.15,9.98,0.95,5.48,1.06,20.6,0.089,41,0.28,45.7,5.41
CC,2,90,88056,up,back,40,5,M,6,C,18.08,26.36,0.37,4.7,4.0,9.68,5.17,3.22,1.10,0.10,0.11,53.50,33.20,11.30,0.95,1.05,4.96,0.97,3.06,0.45,16.8,0.043,43.2,0.051,33.7,18.2
CC,2,91,64432,up,front,39,5,E,6,U,17.33,11.55,0.26,4.2,5.0,8.80,3.33,3.73,1.36,0.22,0.16,37.90,42.35,15.45,2.50,1.80,8.82,0.65,4.48,0.61,27.1,0.6,35.9,0.58,41.5,9.58
CC,2,92,21429,up,front,39,5,E,6,U,7.70,.,0.36,6.5,4.5,16.37,7.42,3.91,2.01,2.51,0.53,45.40,23.85,12.30,15.20,3.25,9.03,1.33,6.07,1.7,16.8,0.65,44.6,0.66,46.7,9.75
CC,2,93,75201,up,back,38,5,M,6,U,5.35,2.43,0.26,5.9,4.1,11.23,4.48,3.68,1.66,1.17,0.25,39.90,32.80,14.75,10.35,2.20,7.51,0.57,9.65,0.89,26.7,0.16,23.7,0.071,43,20.9
CC,2,94,54405,up,back,38,5,M,6,U,4.39,4.69,0.25,4.9,6.0,7.10,2.60,2.98,1.29,0.14,0.11,36.55,41.90,18.10,1.95,1.50,8.94,0.29,5.14,1.65,26.5,0.23,34.1,0.28,51.6,5.63
